location_id,plot_id,treatment_id,replication,plot_label,observation_day,date_of_observation,plant_count_1m,plant_count_5m,plant_count_15m,number_of_node,node_length_cm,millable_cane_count,cane_girth_cm,number_of_tillers,number_of_leaves,plant_height_cm,leaf_length_cm,leaf_breadth_cm,germination_pct,source_file,source_sheet
L003,P035,T2,,B,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P036,T3,,C,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P036,T3,,C,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P036,T3,,C,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P036,T3,,C,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P036,T3,,C,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P037,T4,,D,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P037,T4,,D,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P037,T4,,D,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P037,T4,,D,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P037,T4,,D,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P038,T5,,E,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P038,T5,,E,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P038,T5,,E,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P038,T5,,E,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L003,P038,T5,,E,240,02.09.2026,,,,,,,,,,,,,,anthiyur_biometric_observations.xlsx,240 DAY
L002,P029,T1,,A,30,,,,,,,,,0.0,3.0,27.0,21.0,1.5,,athani_biometric_observations.xlsx,30TH DAY
L002,P029,T1,,A,30,,,,,,,,,0.0,4.0,26.0,24.0,1.3,,athani_biometric_observations.xlsx,30TH DAY
L002,P029,T1,,A,30,,,,,,,,,0.0,3.0,35.0,31.0,1.1,,athani_biometric_observations.xlsx,30TH DAY
L002,P029,T1,,A,30,,,,,,,,,0.0,3.0,22.0,20.0,1.1,,athani_biometric_observations.xlsx,30TH DAY
L002,P029,T1,,A,30,,,,,,,,,0.0,3.0,24.0,19.0,1.2,,athani_biometric_observations.xlsx,30TH DAY
L002,P030,T2,,B,30,,,,,,,,,0.0,4.0,35.0,29.0,1.7,,athani_biometric_observations.xlsx,30TH DAY
L002,P030,T2,,B,30,,,,,,,,,0.0,3.0,27.0,22.0,1.1,,athani_biometric_observations.xlsx,30TH DAY
L002,P030,T2,,B,30,,,,,,,,,0.0,2.0,21.0,17.0,1.3,,athani_biometric_observations.xlsx,30TH DAY
L002,P030,T2,,B,30,,,,,,,,,0.0,4.0,32.0,27.0,1.0,,athani_biometric_observations.xlsx,30TH DAY
L002,P030,T2,,B,30,,,,,,,,,0.0,4.0,29.0,25.0,1.5,,athani_biometric_observations.xlsx,30TH DAY
L002,P031,T3,,C,30,,,,,,,,,0.0,3.0,23.0,17.0,1.7,,athani_biometric_observations.xlsx,30TH DAY
L002,P031,T3,,C,30,,,,,,,,,0.0,4.0,31.0,25.0,1.0,,athani_biometric_observations.xlsx,30TH DAY
L002,P031,T3,,C,30,,,,,,,,,0.0,4.0,29.0,21.0,1.1,,athani_biometric_observations.xlsx,30TH DAY
L002,P031,T3,,C,30,,,,,,,,,0.0,3.0,25.0,19.0,1.2,,athani_biometric_observations.xlsx,30TH DAY
L002,P031,T3,,C,30,,,,,,,,,0.0,3.0,36.0,29.0,1.1,,athani_biometric_observations.xlsx,30TH DAY
L002,P032,T4,,D,30,,,,,,,,,0.0,4.0,35.0,25.0,1.5,,athani_biometric_observations.xlsx,30TH DAY
L002,P032,T4,,D,30,,,,,,,,,0.0,3.0,30.0,21.0,1.2,,athani_biometric_observations.xlsx,30TH DAY
L002,P032,T4,,D,30,,,,,,,,,0.0,3.0,27.0,19.0,1.7,,athani_biometric_observations.xlsx,30TH DAY
L002,P032,T4,,D,30,,,,,,,,,0.0,4.0,29.0,17.0,1.2,,athani_biometric_observations.xlsx,30TH DAY
L002,P032,T4,,D,30,,,,,,,,,0.0,3.0,31.0,22.0,1.1,,athani_biometric_observations.xlsx,30TH DAY
L002,P033,T5,,E,30,,,,,,,,,0.0,3.0,29.0,25.0,1.1,,athani_biometric_observations.xlsx,30TH DAY
L002,P033,T5,,E,30,,,,,,,,,0.0,4.0,22.0,19.0,1.7,,athani_biometric_observations.xlsx,30TH DAY
L002,P033,T5,,E,30,,,,,,,,,0.0,4.0,37.0,31.0,1.0,,athani_biometric_observations.xlsx,30TH DAY
L002,P033,T5,,E,30,,,,,,,,,0.0,3.0,31.0,26.0,1.2,,athani_biometric_observations.xlsx,30TH DAY
L002,P033,T5,,E,30,,,,,,,,,0.0,3.0,25.0,22.0,1.4,,athani_biometric_observations.xlsx,30TH DAY
L002,P029,T1,,A,40,,,,,,,,,0.0,4.0,63.0,57.0,2.7,,athani_biometric_observations.xlsx,40TH DAY
L002,P029,T1,,A,40,,,,,,,,,3.0,6.0,71.0,69.0,1.5,,athani_biometric_observations.xlsx,40TH DAY
L002,P029,T1,,A,40,,,,,,,,,2.0,4.0,82.0,75.0,1.9,,athani_biometric_observations.xlsx,40TH DAY
L002,P029,T1,,A,40,,,,,,,,,2.0,5.0,69.0,63.0,2.1,,athani_biometric_observations.xlsx,40TH DAY
L002,P029,T1,,A,40,,,,,,,,,1.0,5.0,76.0,71.0,2.0,,athani_biometric_observations.xlsx,40TH DAY
L002,P030,T2,,B,40,,,,,,,,,3.0,5.0,81.0,75.0,1.3,,athani_biometric_observations.xlsx,40TH DAY
L002,P030,T2,,B,40,,,,,,,,,1.0,3.0,72.0,66.0,1.2,,athani_biometric_observations.xlsx,40TH DAY
L002,P030,T2,,B,40,,,,,,,,,0.0,4.0,67.0,61.0,1.0,,athani_biometric_observations.xlsx,40TH DAY
L002,P030,T2,,B,40,,,,,,,,,4.0,4.0,90.0,82.0,2.1,,athani_biometric_observations.xlsx,40TH DAY
L002,P030,T2,,B,40,,,,,,,,,2.0,5.0,62.0,55.0,2.0,,athani_biometric_observations.xlsx,40TH DAY
L002,P031,T3,,C,40,,,,,,,,,0.0,5.0,85.0,79.0,2.1,,athani_biometric_observations.xlsx,40TH DAY
L002,P031,T3,,C,40,,,,,,,,,3.0,4.0,66.0,58.0,1.5,,athani_biometric_observations.xlsx,40TH DAY
L002,P031,T3,,C,40,,,,,,,,,1.0,4.0,79.0,71.0,1.9,,athani_biometric_observations.xlsx,40TH DAY
L002,P031,T3,,C,40,,,,,,,,,2.0,5.0,72.0,65.0,1.6,,athani_biometric_observations.xlsx,40TH DAY
L002,P031,T3,,C,40,,,,,,,,,2.0,6.0,68.0,61.0,2.3,,athani_biometric_observations.xlsx,40TH DAY
L002,P032,T4,,D,40,,,,,,,,,1.0,4.0,57.0,43.0,1.4,,athani_biometric_observations.xlsx,40TH DAY
L002,P032,T4,,D,40,,,,,,,,,0.0,3.0,69.0,61.0,1.5,,athani_biometric_observations.xlsx,40TH DAY
L002,P032,T4,,D,40,,,,,,,,,0.0,4.0,55.0,49.0,1.5,,athani_biometric_observations.xlsx,40TH DAY
L002,P032,T4,,D,40,,,,,,,,,4.0,5.0,74.0,68.0,1.2,,athani_biometric_observations.xlsx,40TH DAY
L002,P032,T4,,D,40,,,,,,,,,2.0,4.0,61.0,55.0,1.0,,athani_biometric_observations.xlsx,40TH DAY
L002,P033,T5,,E,40,,,,,,,,,0.0,5.0,97.0,87.0,1.5,,athani_biometric_observations.xlsx,40TH DAY
L002,P033,T5,,E,40,,,,,,,,,1.0,4.0,89.0,81.0,1.8,,athani_biometric_observations.xlsx,40TH DAY
L002,P033,T5,,E,40,,,,,,,,,4.0,4.0,102.0,92.0,2.3,,athani_biometric_observations.xlsx,40TH DAY
L002,P033,T5,,E,40,,,,,,,,,2.0,4.0,51.0,49.0,1.2,,athani_biometric_observations.xlsx,40TH DAY
L002,P033,T5,,E,40,,,,,,,,,1.0,6.0,54.0,46.0,2.1,,athani_biometric_observations.xlsx,40TH DAY
L002,P029,T1,,A,50,,,,,,,,,5.0,8.0,137.0,105.0,3.0,,athani_biometric_observations.xlsx,50TH DAY
L002,P029,T1,,A,50,,,,,,,,,7.0,5.0,119.0,99.0,2.9,,athani_biometric_observations.xlsx,50TH DAY
L002,P029,T1,,A,50,,,,,,,,,4.0,6.0,123.0,101.0,1.7,,athani_biometric_observations.xlsx,50TH DAY
L002,P029,T1,,A,50,,,,,,,,,2.0,7.0,97.0,89.0,1.9,,athani_biometric_observations.xlsx,50TH DAY
L002,P029,T1,,A,50,,,,,,,,,3.0,6.0,117.0,98.0,2.2,,athani_biometric_observations.xlsx,50TH DAY
L002,P030,T2,,B,50,,,,,,,,,5.0,7.0,139.0,112.0,3.3,,athani_biometric_observations.xlsx,50TH DAY
L002,P030,T2,,B,50,,,,,,,,,3.0,7.0,142.0,119.0,2.9,,athani_biometric_observations.xlsx,50TH DAY
L002,P030,T2,,B,50,,,,,,,,,1.0,5.0,89.0,72.0,1.7,,athani_biometric_observations.xlsx,50TH DAY
L002,P030,T2,,B,50,,,,,,,,,3.0,6.0,92.0,81.0,1.5,,athani_biometric_observations.xlsx,50TH DAY
L002,P030,T2,,B,50,,,,,,,,,2.0,6.0,117.0,103.0,2.7,,athani_biometric_observations.xlsx,50TH DAY
L002,P031,T3,,C,50,,,,,,,,,5.0,7.0,127.0,103.0,2.9,,athani_biometric_observations.xlsx,50TH DAY
L002,P031,T3,,C,50,,,,,,,,,3.0,6.0,113.0,99.0,2.5,,athani_biometric_observations.xlsx,50TH DAY
L002,P031,T3,,C,50,,,,,,,,,3.0,5.0,76.0,67.0,1.9,,athani_biometric_observations.xlsx,50TH DAY
L002,P031,T3,,C,50,,,,,,,,,2.0,6.0,69.0,55.0,1.5,,athani_biometric_observations.xlsx,50TH DAY
L002,P031,T3,,C,50,,,,,,,,,3.0,5.0,92.0,79.0,1.9,,athani_biometric_observations.xlsx,50TH DAY
L002,P032,T4,,D,50,,,,,,,,,3.0,7.0,142.0,124.0,1.2,,athani_biometric_observations.xlsx,50TH DAY
L002,P032,T4,,D,50,,,,,,,,,4.0,8.0,133.0,102.0,2.9,,athani_biometric_observations.xlsx,50TH DAY
L002,P032,T4,,D,50,,,,,,,,,2.0,6.0,79.0,66.0,2.5,,athani_biometric_observations.xlsx,50TH DAY
L002,P032,T4,,D,50,,,,,,,,,2.0,7.0,102.0,85.0,1.7,,athani_biometric_observations.xlsx,50TH DAY
L002,P032,T4,,D,50,,,,,,,,,5.0,5.0,94.0,81.0,1.9,,athani_biometric_observations.xlsx,50TH DAY
L002,P033,T5,,E,50,,,,,,,,,2.0,6.0,129.0,121.0,2.9,,athani_biometric_observations.xlsx,50TH DAY
L002,P033,T5,,E,50,,,,,,,,,5.0,7.0,82.0,65.0,2.1,,athani_biometric_observations.xlsx,50TH DAY
L002,P033,T5,,E,50,,,,,,,,,3.0,8.0,87.0,69.0,1.7,,athani_biometric_observations.xlsx,50TH DAY
L002,P033,T5,,E,50,,,,,,,,,7.0,5.0,113.0,102.0,1.9,,athani_biometric_observations.xlsx,50TH DAY
L002,P033,T5,,E,50,,,,,,,,,3.0,6.0,125.0,113.0,2.5,,athani_biometric_observations.xlsx,50TH DAY
L002,P029,T1,,A,60,,,,,,,,,5.0,8.0,217.0,122.0,2.9,,athani_biometric_observations.xlsx,60TH DAY
L002,P029,T1,,A,60,,,,,,,,,3.0,7.0,152.0,111.0,2.2,,athani_biometric_observations.xlsx,60TH DAY
L002,P029,T1,,A,60,,,,,,,,,2.0,8.0,193.0,117.0,3.1,,athani_biometric_observations.xlsx,60TH DAY
L002,P029,T1,,A,60,,,,,,,,,4.0,7.0,159.0,101.0,2.7,,athani_biometric_observations.xlsx,60TH DAY
L002,P029,T1,,A,60,,,,,,,,,4.0,6.0,147.0,97.0,2.5,,athani_biometric_observations.xlsx,60TH DAY
L002,P030,T2,,B,60,,,,,,,,,4.0,8.0,203.0,126.0,2.9,,athani_biometric_observations.xlsx,60TH DAY
L002,P030,T2,,B,60,,,,,,,,,3.0,7.0,192.0,116.0,2.2,,athani_biometric_observations.xlsx,60TH DAY
L002,P030,T2,,B,60,,,,,,,,,4.0,7.0,159.0,105.0,2.5,,athani_biometric_observations.xlsx,60TH DAY
L002,P030,T2,,B,60,,,,,,,,,7.0,7.0,128.0,96.0,2.1,,athani_biometric_observations.xlsx,60TH DAY
L002,P030,T2,,B,60,,,,,,,,,4.0,6.0,115.0,90.0,1.9,,athani_biometric_observations.xlsx,60TH DAY
L002,P031,T3,,C,60,,,,,,,,,3.0,8.0,202.0,113.0,2.9,,athani_biometric_observations.xlsx,60TH DAY
L002,P031,T3,,C,60,,,,,,,,,5.0,7.0,175.0,107.0,2.2,,athani_biometric_observations.xlsx,60TH DAY
L002,P031,T3,,C,60,,,,,,,,,2.0,6.0,125.0,101.0,2.5,,athani_biometric_observations.xlsx,60TH DAY
L002,P031,T3,,C,60,,,,,,,,,4.0,6.0,97.0,78.0,1.9,,athani_biometric_observations.xlsx,60TH DAY
L002,P031,T3,,C,60,,,,,,,,,5.0,6.0,111.0,89.0,2.3,,athani_biometric_observations.xlsx,60TH DAY
L002,P032,T4,,D,60,,,,,,,,,3.0,8.0,199.0,112.0,3.1,,athani_biometric_observations.xlsx,60TH DAY
L002,P032,T4,,D,60,,,,,,,,,5.0,7.0,181.0,108.0,2.8,,athani_biometric_observations.xlsx,60TH DAY
L002,P032,T4,,D,60,,,,,,,,,4.0,7.0,139.0,98.0,2.4,,athani_biometric_observations.xlsx,60TH DAY
L002,P032,T4,,D,60,,,,,,,,,3.0,8.0,125.0,97.0,2.7,,athani_biometric_observations.xlsx,60TH DAY
L002,P032,T4,,D,60,,,,,,,,,3.0,6.0,109.0,84.0,2.6,,athani_biometric_observations.xlsx,60TH DAY
L002,P033,T5,,E,60,,,,,,,,,3.0,8.0,214.0,121.0,2.7,,athani_biometric_observations.xlsx,60TH DAY
L002,P033,T5,,E,60,,,,,,,,,5.0,7.0,175.0,119.0,2.5,,athani_biometric_observations.xlsx,60TH DAY
L002,P033,T5,,E,60,,,,,,,,,2.0,7.0,122.0,95.0,2.3,,athani_biometric_observations.xlsx,60TH DAY
L002,P033,T5,,E,60,,,,,,,,,4.0,6.0,106.0,77.0,2.1,,athani_biometric_observations.xlsx,60TH DAY
L002,P033,T5,,E,60,,,,,,,,,5.0,7.0,103.0,79.0,2.1,,athani_biometric_observations.xlsx,60TH DAY
L002,P029,T1,,A,70,,,,,,,,,5.0,9.0,217.0,141.0,3.7,,athani_biometric_observations.xlsx,70TH DAY
L002,P029,T1,,A,70,,,,,,,,,6.0,8.0,203.0,132.0,3.3,,athani_biometric_observations.xlsx,70TH DAY
L002,P029,T1,,A,70,,,,,,,,,11.0,7.0,163.0,126.0,2.7,,athani_biometric_observations.xlsx,70TH DAY
L002,P029,T1,,A,70,,,,,,,,,4.0,8.0,222.0,141.0,3.1,,athani_biometric_observations.xlsx,70TH DAY
L002,P029,T1,,A,70,,,,,,,,,5.0,8.0,179.0,121.0,2.9,,athani_biometric_observations.xlsx,70TH DAY
L002,P030,T2,,B,70,,,,,,,,,5.0,9.0,259.0,140.0,3.7,,athani_biometric_observations.xlsx,70TH DAY
L002,P030,T2,,B,70,,,,,,,,,4.0,8.0,155.0,125.0,2.5,,athani_biometric_observations.xlsx,70TH DAY
L002,P030,T2,,B,70,,,,,,,,,9.0,7.0,187.0,135.0,2.9,,athani_biometric_observations.xlsx,70TH DAY
L002,P030,T2,,B,70,,,,,,,,,7.0,6.0,191.0,109.0,2.4,,athani_biometric_observations.xlsx,70TH DAY
L002,P030,T2,,B,70,,,,,,,,,7.0,7.0,207.0,119.0,3.9,,athani_biometric_observations.xlsx,70TH DAY
L002,P031,T3,,C,70,,,,,,,,,4.0,7.0,251.0,143.0,3.9,,athani_biometric_observations.xlsx,70TH DAY
L002,P031,T3,,C,70,,,,,,,,,5.0,8.0,217.0,129.0,3.2,,athani_biometric_observations.xlsx,70TH DAY
L002,P031,T3,,C,70,,,,,,,,,7.0,7.0,133.0,106.0,2.5,,athani_biometric_observations.xlsx,70TH DAY
L002,P031,T3,,C,70,,,,,,,,,6.0,7.0,153.0,117.0,2.9,,athani_biometric_observations.xlsx,70TH DAY
L002,P031,T3,,C,70,,,,,,,,,9.0,8.0,149.0,112.0,3.5,,athani_biometric_observations.xlsx,70TH DAY
L002,P032,T4,,D,70,,,,,,,,,7.0,9.0,238.0,133.0,3.1,,athani_biometric_observations.xlsx,70TH DAY
L002,P032,T4,,D,70,,,,,,,,,9.0,8.0,195.0,137.0,3.7,,athani_biometric_observations.xlsx,70TH DAY
L002,P032,T4,,D,70,,,,,,,,,5.0,8.0,161.0,119.0,3.3,,athani_biometric_observations.xlsx,70TH DAY
L002,P032,T4,,D,70,,,,,,,,,4.0,7.0,169.0,105.0,2.7,,athani_biometric_observations.xlsx,70TH DAY
L002,P032,T4,,D,70,,,,,,,,,5.0,7.0,175.0,123.0,3.1,,athani_biometric_observations.xlsx,70TH DAY
L002,P033,T5,,E,70,,,,,,,,,5.0,9.0,262.0,141.0,3.1,,athani_biometric_observations.xlsx,70TH DAY
L002,P033,T5,,E,70,,,,,,,,,4.0,8.0,229.0,137.0,3.7,,athani_biometric_observations.xlsx,70TH DAY
L002,P033,T5,,E,70,,,,,,,,,8.0,7.0,145.0,115.0,2.5,,athani_biometric_observations.xlsx,70TH DAY
L002,P033,T5,,E,70,,,,,,,,,4.0,8.0,188.0,127.0,3.3,,athani_biometric_observations.xlsx,70TH DAY
L002,P033,T5,,E,70,,,,,,,,,7.0,6.0,157.0,106.0,2.1,,athani_biometric_observations.xlsx,70TH DAY
L002,P029,T1,,A,80,,,,,,,,,0.0,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P029,T1,,A,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P029,T1,,A,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P029,T1,,A,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P029,T1,,A,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P030,T2,,B,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P030,T2,,B,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P030,T2,,B,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P030,T2,,B,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P030,T2,,B,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P031,T3,,C,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P031,T3,,C,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P031,T3,,C,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P031,T3,,C,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P031,T3,,C,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P032,T4,,D,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P032,T4,,D,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P032,T4,,D,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P032,T4,,D,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P032,T4,,D,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P033,T5,,E,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P033,T5,,E,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P033,T5,,E,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P033,T5,,E,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P033,T5,,E,80,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet7
L002,P029,T1,,A,90,,,,,,,,,0.0,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P029,T1,,A,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P029,T1,,A,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P029,T1,,A,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P029,T1,,A,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P030,T2,,B,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P030,T2,,B,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P030,T2,,B,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P030,T2,,B,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P030,T2,,B,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P031,T3,,C,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P031,T3,,C,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P031,T3,,C,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P031,T3,,C,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P031,T3,,C,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P032,T4,,D,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P032,T4,,D,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P032,T4,,D,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P032,T4,,D,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P032,T4,,D,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P033,T5,,E,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P033,T5,,E,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P033,T5,,E,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P033,T5,,E,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P033,T5,,E,90,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet8
L002,P029,T1,,A,100,,,,,,,,,0.0,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P029,T1,,A,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P029,T1,,A,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P029,T1,,A,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P029,T1,,A,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P030,T2,,B,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P030,T2,,B,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P030,T2,,B,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P030,T2,,B,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P030,T2,,B,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P031,T3,,C,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P031,T3,,C,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P031,T3,,C,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P031,T3,,C,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P031,T3,,C,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P032,T4,,D,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P032,T4,,D,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P032,T4,,D,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P032,T4,,D,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P032,T4,,D,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P033,T5,,E,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P033,T5,,E,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P033,T5,,E,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P033,T5,,E,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P033,T5,,E,100,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet9
L002,P029,T1,,A,110,,,,,,,,,0.0,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P029,T1,,A,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P029,T1,,A,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P029,T1,,A,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P029,T1,,A,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P030,T2,,B,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P030,T2,,B,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P030,T2,,B,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P030,T2,,B,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P030,T2,,B,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P031,T3,,C,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P031,T3,,C,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P031,T3,,C,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P031,T3,,C,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P031,T3,,C,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P032,T4,,D,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P032,T4,,D,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P032,T4,,D,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P032,T4,,D,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P032,T4,,D,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P033,T5,,E,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
L002,P033,T5,,E,110,,,,,,,,,,,,,,,athani_biometric_observations.xlsx,Sheet10
